Time,Th_ENB1,Delay_ENB1,Loss_ENB1,UE_ENB1,RSRP_ENB1,SINR_ENB1,Load_ENB1,Handover_ENB1,Th_ENB2,Delay_ENB2,Loss_ENB2,UE_ENB2,RSRP_ENB2,SINR_ENB2,Load_ENB2,Handover_ENB2,Th_ENB3,Delay_ENB3,Loss_ENB3,UE_ENB3,RSRP_ENB3,SINR_ENB3,Load_ENB3,Handover_ENB3,Th_ENB4,Delay_ENB4,Loss_ENB4,UE_ENB4,RSRP_ENB4,SINR_ENB4,Load_ENB4,Handover_ENB4,Th_ENB5,Delay_ENB5,Loss_ENB5,UE_ENB5,RSRP_ENB5,SINR_ENB5,Load_ENB5,Handover_ENB5,Th_ENB6,Delay_ENB6,Loss_ENB6,UE_ENB6,RSRP_ENB6,SINR_ENB6,Load_ENB6,Handover_ENB6
177,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,503.155,83.4214,80,-55.2659,44.7341,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
178,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.5053,501.26,83.3682,80,-55.0949,44.9051,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
179,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,499.423,83.3157,80,-54.918,45.082,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
180,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.5053,497.639,83.2636,80,-54.7347,45.2653,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
181,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4716,495.909,83.2124,80,-54.5551,45.4449,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
182,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4884,494.229,83.1617,80,-54.4114,45.5886,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
183,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4884,492.595,83.1115,80,-54.3232,45.6768,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
184,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.48,491.009,83.0619,80,-54.2725,45.7275,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
185,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.48,489.465,83.0128,80,-54.2487,45.7513,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
186,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.48,487.962,82.9643,80,-54.2439,45.7561,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
187,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.48,486.501,82.9163,80,-54.2477,45.7523,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
188,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.5053,485.075,82.8686,80,-54.2589,45.7411,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
189,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.5053,483.687,82.8215,80,-54.2946,45.7054,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
190,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4884,482.335,82.7749,80,-54.3939,45.6061,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
191,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4884,481.018,82.7289,80,-54.5618,45.4382,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
192,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,479.732,82.6832,80,-54.7348,45.2652,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
193,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.5053,478.477,82.638,80,-54.8831,45.1169,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
194,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4716,477.255,82.5935,80,-55.0077,44.9923,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
195,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,476.061,82.5493,80,-55.2014,44.7986,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
196,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.82778,475.918,82.6172,80,-55.4715,44.5285,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
197,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.45747,475.804,82.6873,80,-55.7198,44.2802,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
198,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.00902,389.784,75.2841,38,-72.1325,27.8675,0.76,38,2.23024,552.408,89.4345,42,-54.2361,45.7639,0.84,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
199,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.23085,389.629,75.279,38,-72.1674,27.8326,0.76,0,2.43222,552.284,89.4531,42,-54.4082,45.5918,0.84,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
200,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.33184,455.492,82.2151,65,-71.5579,28.4421,1.3,27,2.29757,410.248,80.9639,11,-48.5327,51.4673,0.22,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
201,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.09619,492.35,83.6419,73,-71.9528,28.0472,1.46,8,1.23715,287.618,73.3907,7,-41.7048,58.2952,0.14,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
202,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.02886,483.37,83.2281,75,-71.964,28.036,1.5,2,1.4223,337.123,75.7542,5,-33.8621,66.1379,0.1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
203,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.9952,482.24,83.1571,76,-71.8718,28.1282,1.52,1,1.45597,318.408,75.5507,4,-31.8187,68.1813,0.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
204,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.0457,482.089,83.1781,76,-71.8828,28.1172,1.52,0,1.36339,317.714,75.4717,4,-32.4374,67.5626,0.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
205,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.0457,481.951,83.1989,76,-71.8939,28.1061,1.52,0,1.48122,316.75,75.3762,4,-32.9651,67.0349,0.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
206,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.98678,481.834,83.22,76,-71.9051,28.0949,1.52,0,1.43914,315.982,75.2878,4,-33.4025,66.5975,0.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
207,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.9447,481.726,83.2411,76,-71.9137,28.0863,1.52,0,1.66637,314.47,75.1675,4,-33.7713,66.2287,0.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
208,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.96995,481.638,83.2619,76,-71.9231,28.0769,1.52,0,1.59904,312.412,75.058,4,-34.1051,65.8949,0.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
209,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.96154,481.556,83.2825,76,-71.9329,28.0671,1.52,0,1.51488,310.322,74.9615,4,-34.4481,65.5519,0.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
210,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.96154,476.731,83.0122,77,-71.857,28.143,1.54,1,1.33814,372.734,79.5502,3,-26.0816,73.9184,0.06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
211,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.9952,476.651,83.0343,77,-71.857,28.143,1.54,0,1.75894,369.956,79.3159,3,-26.0816,73.9184,0.06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
212,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.60115,476.394,83.0518,77,-71.8296,28.1704,1.54,0,1.6832,367.243,79.0979,3,-26.3129,73.6871,0.06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
213,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.14819,477.341,83.223,78,-71.7815,28.2185,1.56,1,1.69162,253.584,70.6344,2,-17.6996,82.3004,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
214,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.43434,476.842,83.2343,78,-71.7544,28.2456,1.56,0,1.6832,249.852,70.3028,2,-18.9004,81.0996,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
215,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.49325,476.351,83.245,78,-71.7307,28.2693,1.56,0,1.6832,246.242,69.9743,2,-20.3602,79.6398,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
216,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.40067,475.912,83.2564,78,-71.7103,28.2897,1.56,0,1.6832,242.747,69.6488,2,-21.9826,78.0174,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
217,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.53533,475.485,83.2666,78,-71.6906,28.3094,1.56,0,1.6832,239.363,69.3264,2,-23.6823,76.3177,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
218,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.50166,475.082,83.277,78,-71.6706,28.3294,1.56,0,1.67478,236.118,69.0092,2,-25.3879,74.6121,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
219,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.468,474.726,83.2876,78,-71.6502,28.3498,1.56,0,1.58221,233.157,68.7202,2,-27.0498,72.9502,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
220,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.468,474.392,83.298,78,-71.6294,28.3706,1.56,0,1.60746,230.261,68.4269,2,-28.6393,71.3607,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
221,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.45958,474.063,83.3084,78,-71.6077,28.3923,1.56,0,1.20349,227.736,68.2455,2,-30.1437,69.8563,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
222,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.71206,473.75,83.317,78,-71.587,28.413,1.56,0,0.8416,225.528,68.1629,2,-31.5599,68.4401,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
223,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.71206,473.462,83.3255,78,-71.5659,28.4341,1.56,0,0.824768,223.451,68.0856,2,-32.8903,67.1097,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
224,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.8873,473.33,83.3396,78,-71.543,28.457,1.56,0,0.858432,221.412,68.0,2,-34.14,65.86,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
225,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.98138,468.911,83.1362,79,-71.4539,28.5461,1.58,1,0.824768,293.297,69.0804,1,-28.4413,71.5587,0.02,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
226,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.0908,468.592,83.1437,79,-71.4308,28.5692,1.58,0,0.8416,289.649,68.7733,1,-29.488,70.512,0.02,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
227,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.0403,468.288,83.1515,79,-71.4074,28.5926,1.58,0,0.8416,286.104,68.469,1,-30.4741,69.5259,0.02,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
228,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.0571,467.995,83.1591,79,-71.3837,28.6163,1.58,0,0.8416,282.657,68.1674,1,-31.4059,68.5941,0.02,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
229,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.0992,467.706,83.1663,79,-71.3598,28.6402,1.58,0,0.8416,279.303,67.8684,1,-32.2889,67.7111,0.02,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
230,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.95613,468.307,83.2632,78,-71.245,28.755,1.56,0,0.824768,276.202,67.5808,1,-33.1278,66.8722,0.02,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
231,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.79171,468.351,83.291,78,-71.2184,28.7816,1.56,0,0.824768,273.181,67.2957,1,-33.9267,66.0733,0.02,0,1.01834,392.086,75.8261,1,-31.1428,68.8572,0.02,1
232,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.40458,468.567,83.3211,78,-71.1917,28.8083,1.56,0,0.791104,270.644,67.0303,1,-34.6892,65.3108,0.02,0,0.8416,385.682,75.4978,1,-31.9843,68.0157,0.02,0
233,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.84221,468.737,83.3481,78,-71.1625,28.8375,1.56,0,0.774272,268.402,66.7759,1,-35.4183,64.5817,0.02,0,0.833184,379.645,75.1767,1,-33.1061,66.8939,0.02,0
234,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.37242,468.886,83.3714,78,-71.1349,28.8651,1.56,0,0.656448,266.672,66.5837,1,-36.1168,63.8832,0.02,0,0.8416,373.78,74.8541,1,-34.3976,65.6024,0.02,0
235,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.24618,469.001,83.3952,78,-71.1082,28.8918,1.56,0,0.37872,265.583,66.5342,1,-36.7872,63.2128,0.02,0,0.8416,368.111,74.5342,1,-35.7698,64.2302,0.02,0
236,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.09469,469.101,83.4199,78,-71.0812,28.9188,1.56,0,0.0,265.583,66.6766,1,-37.4315,62.5685,0.02,0,0.8416,362.63,74.217,1,-37.1607,62.8393,0.02,0
237,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.68381,469.178,83.4406,78,-71.0539,28.9461,1.56,0,0.0,265.583,66.8178,1,-38.0517,61.9483,0.02,0,0.8416,357.327,73.9025,1,-38.5316,61.4684,0.02,0
238,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.63331,470.054,83.5503,77,-71.0733,28.9267,1.54,0,0.37872,327.201,71.692,2,-30.7597,69.2403,0.04,1,0.8416,352.193,73.5907,1,-39.86,60.14,0.02,0
239,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.49866,470.025,83.5708,77,-71.0474,28.9526,1.54,0,0.833184,324.061,71.6029,2,-32.324,67.676,0.04,0,0.8416,347.221,73.2815,1,-41.1346,58.8654,0.02,0
240,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.8927,470.033,83.595,77,-71.0214,28.9786,1.54,0,0.858432,320.973,71.5084,2,-33.9249,66.0751,0.04,0,0.8416,342.402,72.9749,1,-42.3508,57.6492,0.02,0
241,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.6823,470.068,83.6204,77,-70.9953,29.0047,1.54,0,0.816352,318.135,71.425,2,-35.4474,64.5526,0.04,0,0.8416,337.731,72.6708,1,-43.5079,56.4921,0.02,0
242,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.30358,468.339,83.339,77,-70.9781,29.0219,1.54,1,0.917344,372.432,83.2158,2,-19.3918,80.6082,0.04,1,0.824768,333.397,72.3776,1,-44.6075,55.3925,0.02,0
243,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.42982,468.003,83.3668,77,-70.9597,29.0403,1.54,0,1.4728,362.419,82.9236,2,-13.9791,86.0209,0.04,0,0.824768,329.189,72.0868,1,-45.6523,54.3477,0.02,0
244,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.53082,467.716,83.3938,77,-70.9418,29.0582,1.54,0,0.993088,354.587,82.751,2,-13.6536,86.3464,0.04,0,0.833184,325.007,71.7942,1,-46.6456,53.3544,0.02,0
245,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.98138,469.018,83.5842,76,-70.8328,29.1672,1.52,0,1.11091,328.886,78.1339,3,-32.1377,67.8623,0.06,1,0.75744,321.645,71.541,1,-49.416,50.584,0.02,0
246,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.43824,468.327,83.6102,76,-70.8328,29.1672,1.52,0,1.18666,327.179,78.0313,3,-32.1377,67.8623,0.06,0,0.033664,321.518,71.6408,1,-49.416,50.584,0.02,0
247,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.21101,467.871,83.6373,76,-70.8135,29.1865,1.52,0,1.32973,326.006,77.9065,3,-31.131,68.869,0.06,0,0.0,321.518,71.7561,1,-48.5352,51.4648,0.02,0
248,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.28675,467.479,83.6638,76,-70.7952,29.2048,1.52,0,1.45597,324.58,77.7625,3,-30.1222,69.8778,0.06,0,0.0,321.518,71.8704,1,-47.6075,52.3925,0.02,0
249,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.30358,467.109,83.6899,76,-70.7779,29.2221,1.52,0,1.79261,322.648,77.5659,3,-29.1445,70.8555,0.06,0,0.0,321.518,71.9839,1,-46.6283,53.3717,0.02,0
